GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Median household income in the past 12 months (in 2016 inflation-adjusted dollars),Margin of Error; Median household income in the past 12 months (in 2016 inflation-adjusted dollars)
0500000US12089,12089,"Nassau County, Florida",33576,2333
0500000US12091,12091,"Okaloosa County, Florida",44382,4019
0500000US12093,12093,"Okeechobee County, Florida",29542,7156
0500000US12095,12095,"Orange County, Florida",36873,1103
0500000US12097,12097,"Osceola County, Florida",40090,3520
0500000US12099,12099,"Palm Beach County, Florida",39412,1132
0500000US12101,12101,"Pasco County, Florida",45617,5673
0500000US12103,12103,"Pinellas County, Florida",31796,1184
0500000US12105,12105,"Polk County, Florida",31855,1564
0500000US12107,12107,"Putnam County, Florida",19544,2350
0500000US12109,12109,"St. Johns County, Florida",38060,11123
0500000US12111,12111,"St. Lucie County, Florida",32227,2045
0500000US12113,12113,"Santa Rosa County, Florida",52151,7596
0500000US12115,12115,"Sarasota County, Florida",31008,4846
0500000US12117,12117,"Seminole County, Florida",39200,3484
0500000US12119,12119,"Sumter County, Florida",25587,5625
0500000US12121,12121,"Suwannee County, Florida",19964,12041
0500000US12123,12123,"Taylor County, Florida",30918,3722
0500000US12125,12125,"Union County, Florida",26397,6201
0500000US12127,12127,"Volusia County, Florida",28111,2362
0500000US12129,12129,"Wakulla County, Florida",56603,13512
0500000US12131,12131,"Walton County, Florida",26429,5599
0500000US12133,12133,"Washington County, Florida",37942,14907
0500000US13001,13001,"Appling County, Georgia",28879,6894
0500000US13003,13003,"Atkinson County, Georgia",24071,4153
0500000US13005,13005,"Bacon County, Georgia",21201,4407
0500000US13007,13007,"Baker County, Georgia",27477,9118
0500000US13009,13009,"Baldwin County, Georgia",24497,3216
0500000US13011,13011,"Banks County, Georgia",-,**
0500000US13013,13013,"Barrow County, Georgia",42297,4512
0500000US13015,13015,"Bartow County, Georgia",37158,8342
0500000US13017,13017,"Ben Hill County, Georgia",14042,4974
0500000US13019,13019,"Berrien County, Georgia",25282,7166
0500000US13021,13021,"Bibb County, Georgia",26045,1023
0500000US13023,13023,"Bleckley County, Georgia",18297,3062
0500000US13025,13025,"Brantley County, Georgia",24398,6913
